platform,artist,project,songTitle,bpm,key,genre,tags,locationCreated,originalReleaseDate,recordLabel,publisher,license,image,losslessAudio,duration,tokenID
MintSongsV2,Jazii,Vibes,Vibes,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmU4jbXwNrs3DqBfv4rB4X2Vdj38Es6ByxJw1YJwLqf1h7,ipfs://QmVje5LqZpP6nenEXJHh6EgNVV2SM3yHoFHNsFPQdqpybi,238.208957,1
MintSongsV2,Blk Orchid,I'll Go,I'll Go,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmQNocwxT3jDu76DoE2iwxGRn9xSR8Z5zmRC7peWMrN2cB,ipfs://QmWBSjfB1Rym8Ges7cHLrmAnXUK1ax4LQeAGGK65dfmY3x,NaN,2
MintSongsV2,Cristina Spinei,Flowt,Flowt,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmTzDhLdveUPvJQLgWWZy6iG5bm9cRWqW5SU5oLRnTsKrg,ipfs://QmQASC3t7L2iDJJtrJfMiZVtoM27p4yq3uCYjtM79DdkX3,189.001224,3
MintSongsV2,AbJo,"Jam Session, Vol. X (featuring Abraham Joseph & AbJonian Sanders)","Jam Session, Vol. X (featuring Abraham Joseph & AbJonian Sanders)",NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmYoBmG8xgviXki61uExfEvNLAT6xPa2kL7j11BM9dXnhT,ipfs://QmfFLxSB3oioWfMiv2b4eTv2kYZdjGcr3CnWWuZXGFdpoA,209.108912,4
MintSongsV2,msft,Move,Move,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmPZog4rzNntWeuW9XcBxj4RZA2F7EKpYNf7WnN9Z1tam9,ipfs://QmaokWrnGVMLX1W1EHP6ZktV7fUHmV1DKGCNtpkR44rQ3V,192,5
MintSongsV2,msft,Move,Move,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmPZog4rzNntWeuW9XcBxj4RZA2F7EKpYNf7WnN9Z1tam9,ipfs://QmaokWrnGVMLX1W1EHP6ZktV7fUHmV1DKGCNtpkR44rQ3V,192,6
MintSongsV2,WYMN,Driving,Driving,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmPdcb6jx6idjT39jsRXroMzYMtgujUC1UxSVtFsWbpsfy,ipfs://QmdaDNqZqA3KZNxsMtAah8SkE3xJxULU5RiFZqKUU7xYG7,214.085624,7
MintSongsV2,Amanda Frances,say that,say that,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmeodLxQDZvYyZXoNygMucAhatZSSmX4fijju3kL2JPSqH,ipfs://QmSMvtWbSGuVmebJmbq4K3CJFBFivfAoqESLkC3dBgMFpN,157.287619,8
MintSongsV2,Cam Murdoch,Take My Phone,Take My Phone,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmWc2x8HPSB9mwP6Qby1t7N8JLBDTGSBDyrd6Jx4Tkt8Ew,ipfs://QmXwCrn46BcCgkTwbzMNWdAjLSrnaybCvVhwmJQrnMHWN4,219.5,9
MintSongsV2,FRQ NCY,F U N,F U N,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmSYH31XdncsjEeaf95We7NJZ6Z26F8Qpnfm8fZcYZ6Uh9,ipfs://QmQEYxtByGwCUZYpnX9bzSfV9s6iPhFJvRhF76ymWAugP4,220.68966,10
MintSongsV2,Mad Keys,Adjustments,Adjustments,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmWDJ2JzmZYc8sjpg1jikwecg7AXdYHMmYmBcEjpY3agYN,ipfs://QmRTPUrm4azt7rGPq41UgRzVoP2qCmJwYHAL9emdNgtvm9,168,11
MintSongsV2,BXB LOVE,matrix,matrix,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmSnegLkXtZHvvHqbdgJ2iSdEFjifRR7b9BdhAyELqceyh,ipfs://QmWzx1bBqqRMskFwvS7zvKFbPZnJnmXXF1Bhq7ZTEWjtib,187.895873,12
MintSongsV2,Pip,Elvis Presley (feat. Niftysax),Elvis Presley (feat. Niftysax),NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmTnWVsxzhZHXBwXKYWzRpHJb5CY5EaBopMbTETU34T7YC,ipfs://QmXAHmoRNM5QMk265w3K93QpZYH5dTH5CLvMVcxpjVPDGG,182.08,14
MintSongsV2,Deerock,Dazed & Confused,Dazed & Confused,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmRMPCmmxfPAF71k5cHBfASC3JveLLLt9AVRqYcx53ss6D,ipfs://QmcsHdpjVqVWjEw3HU4rHhqYvVWgbWupcx84F5ARBz3gSv,155.876281,15
MintSongsV2,Kabuki,Downstream,Downstream,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmaMvSCeg8XxwrQf7qePHqwFZcfeJ8uxuYTbZxbM4PkKut,ipfs://QmQy3ctAdmLAHvsQfjGvCX5FeKdypLJRWzdUBXbum9W9yU,198,16
MintSongsV2,Sabriel,Yellow ,Yellow ,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmTDTFLYaqHqzUaqhiSCcoo5WKs6npSABk2Myb2gYaGAan,ipfs://QmPZ8KcQ1YXgRCto7Nb7MifP5RW9sFtEWgDt3MBtRm8rwS,175.608095,17
MintSongsV2,Three Oscillators,Nocturnal Monsters,Nocturnal Monsters,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmcH4KwEj5zyeiqM7A9EdRWQiaaV7ZZbBAE34eoXLgEcG2,ipfs://QmeoG1sdNiqqUvtNVGSRPKim3DmSM1te89bvS8mpekjoG7,364.941179,18
MintSongsV2,Maviii,Say It ,Say It ,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmUFsJXKcC16wwJJLpwPxfi3UMQhgRK4L1qEv5UWLskAVQ,ipfs://QmW4vBFyTVXGBNVoFpLqXT6GqGX327KCXCmAXf4w9WGYVk,141.090907,19
MintSongsV2,X&ND,Can You Let Me In? (feat. Melodie Wagner),Can You Let Me In? (feat. Melodie Wagner),NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmZfZBPCt9fgXJzGz9aeAeUrnVsjJrQ5NHK2LzafHDTEVi,ipfs://Qmbm6ymVgFPnusJP8ttuZHz2zdwaSdYSSLk7wuF1RLxP7p,185.042521,20
MintSongsV2,TAROT,Telephone,Telephone,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmWW42xz47iy79oNAQKfeNmJzazxG46e1W8pdcDAqmuWkU,ipfs://QmVVYwAZnrqoVJExkrGjE3tnqNEbPa9tS7LP2RN6h5dsWA,146.306667,21
MintSongsV2,Sound of Fractures,Dream,Dream,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmUPJSTCujuvka2VpdixitzYrGzBaB3JcCSh3mhTWT4MMA,ipfs://QmeCwLhnUhvfXjTYdcqxYqQLTk3ymF2UQpkZyosDhcCVR7,376.5,22
MintSongsV2,Omotayo,Feeling Free,Feeling Free,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmcYxmJQLWzp79yejSG42V5greWGLcugv3wgadiyzNh8bK,ipfs://QmaxxxQyb87FLcz2CGdDuSRJ6sCizxkswk7KLbquAxwKL5,263.000771,23
MintSongsV2,BRUX,badboi EP minimix,badboi EP minimix,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmSFuS4zzmMuj4SXFUbGDipFCQVZnVkGfefgAHS1cSZUcp,ipfs://QmUSVtVTGaJMRtLcddxoe5vuVmzmd8pD7aGBPayqch85WH,265.888958,24
MintSongsV2,Erin//Ivey,Where Have You Been All My Life,Where Have You Been All My Life,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmSd2Mi1wYmpajV95VWpjK4vNBt65HDfev2CoYb2TRVwHj,ipfs://QmeVEfduW7RGvSwSkGsHR3YberZqJLXBQqshFuYnCgMxTQ,276.773333,25
MintSongsV2,Sammy Arriaga,Chevy Belair,Chevy Belair,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmbdFxnhy29h9sttA4mbNad3BxL1kpi6SbSydrETuzaSiV,ipfs://QmYkDN5yvQpThpkWWMcM4fX4ed1ZzqsyeCd3KuCgWs5ksG,177.5,26
MintSongsV2,Beats Antique,Wish,Wish,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmcwAEnzDHigTvH67oAZGtRBmH6ug9P6Y3NRUPcYUDj4Gw,ipfs://QmSzsuMJXdUroibPCpZeJwmQ7w4tkuqt9dYtKpR2ELwNZ6,203.076729,27
MintSongsV2,Chíc Bangs,Focus,Focus,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmUFzeXdeRYzPAgxcFDMkNH3pFj2Jvn65RYowpVbjw9cDi,ipfs://QmXb5uEsbKX2j2t7oS2Wi5W4mMpiJBbFye6qoVui5zrdAR,102.580658,28
MintSongsV2,Boy Untitled,Skin (Remastered),Skin (Remastered),NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmSfNWHHYcREYZCDHdnrCfSBFL7LSXUpqrP8Dec54VBPsT,ipfs://QmctgKnPdVpT21zea5LxhgLg3tyg96szoFYiVH1szY1VXP,203.656771,29
MintSongsV2,CRFT,Summer Rain,Summer Rain,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmNXxrSVcyqAiNqS2CsbJMDzM5J7Bnruw44JfHR2uVyVcf,ipfs://QmVv5EmboGvzT6ayWFicoG6PfKvCWXUNXVmteX3ZRtWH8F,186.94737,30
MintSongsV2,AYOTEMI,No Quarrels ,No Quarrels ,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmXzqfoSNPdyhfbTHuwDEfEDC5QPv12Ku8a8sse4FmXGY9,ipfs://Qmadj7KRjUFTTE3VsWG1MHv1P2YiAdvNBjCrwbCsuXVwsG,160,31
MintSongsV2,Joey Burbach,If I Have To Ask,If I Have To Ask,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmPMF6tMS8yAFjXhQ9DApet5ugeMsd6DC81qDhkxpF5aG2,ipfs://QmPdYmf9N1M7C97yx1vA43veZZeJwBgq3uRE2oqkPuPHA4,234.782608,32
MintSongsV2,Switzon,"""THAT SWEET SPOT""","""THAT SWEET SPOT""",NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmZZkLpgbLAqDshdP1bqwDFXUbZFcz8a5r8beS5UziAiWf,ipfs://Qma2kG6dS6R5j3GYK386CkmkJssGSpGTm7SjjoTtVM54Vy,201.818186,33
MintSongsV2,Fei-Fei,MY BODY IS GOD ON ACID,MY BODY IS GOD ON ACID,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmX8zSU3s6eBpdgyzKCN5ELhVbjKozAwnsFddBx6wHWsQK,ipfs://Qmf2z6LmTJv1wsVnRYuhF6a1a6ZqJtGHnrzZfzFrePuesD,369.423288,34
MintSongsV2,Kaitlyn Raitz,OTTO,OTTO,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmPEpvQgKMGwXk9DzDNTm3DGbMmgmwNbjRPEG9jrMNAyc9,ipfs://QmWNGNAzu4KhTv9KmUjouXXupcVBHxM1WPWqffsTPZZ37B,274.647891,35
MintSongsV2,Black Dave,Want My Head,Want My Head,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmUyGkWXUzi8MA2UwwXqQf2ienyoURM4wEYAG73KEdEjpH,ipfs://QmVXnpy8TWt4cX9xyq5jWdJtvxuTaFFvQxCKtcNvk18uab,285,36
MintSongsV2,handsome grandson,wtfid,wtfid,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmTMCcVWVaFZ66ydeLydyHHgQjE5a4LFYYnn8gxvdGhivu,ipfs://QmXWpDXrLnRjm7J8SCKx3YA5eiFZANUMVmjVWVq87VCMyz,236.57322,37
MintSongsV2,Carissa Visionary!,Prayed For (ft. Yogee.),Prayed For (ft. Yogee.),NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmbcvVcBLBC4Kb5rJCzpQN5ZW6B6dRMDRKrE171RqR5s9k,ipfs://QmNm54fHyBvaXS7QhUmv2ZeTtQTFV2MUXmNbqUYDRd4YXp,259.5,38
MintSongsV2,Kacy Hill,"Simple, Sweet, and Smiling","Simple, Sweet, and Smiling",NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmcXj5mzZpVyo7cqKg5c1HVNtuC6iv8E1ipNG1UHge1QTU,ipfs://QmdU553Pk64NXVdnVnxFJ9yg79pCAFuE4vtYsbjnBrDshs,246.973333,39
MintSongsV2,Jamee Cornelia,No Guidance,No Guidance,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmZnGujfn1TSCGXdF4v2Ma1nrFKRGodCcAQabPBeqXep7A,ipfs://QmcVwf8f1RB8ZQune25DweyQKWXeQK9KLCijWyX9u63zTR,247.719184,40
MintSongsV2,Rime,talk with your hands 👐🏽 (ft. Kaysha),talk with your hands 👐🏽 (ft. Kaysha),NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://Qmd1J62AXJoMw5avgmpYZkgDVQ2yev9yqbw4orWbGYyUt6,ipfs://QmVitmKdDjSMyyyTVuf7ZfWWz3haXCJwuHt3WvzmKCDgHA,168,41
MintSongsV2,YahZarah,HOUR GLASS FEAT: MI7,HOUR GLASS FEAT: MI7,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://Qmb3UggZcFKQWXht2mjG473HF1K7whyY2tGPbXX9o1YhkW,ipfs://QmcN9uDgQqVNC9Znt3AtCmEtXw3DhDZoTC5cxMEp5FNA8t,178.3262585,42
MintSongsV2,Kasbeel,Don Jose,Don Jose,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmQEa9g2tsmowtCGwENmZse5Bwth7ZH91bTrcnbMdd8VsW,ipfs://QmYeWpAPBCpqfwEC66VB4una92Vah3zg5z7vj7Sh1EEPhB,166,43
MintSongsV2,HOUNDTRACK,Last Chance At Life,Last Chance At Life,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmTbZrFC21zBHewfBqgcgaXYYM8cQ6n7RaFqxM9Eigk7gV,ipfs://QmcJkRskuLmav9ks5s3ECNhcEKseK84MB4REPXkKEJrB9k,176.445442,44
MintSongsV2,Gramatik,Chillaxin' By The Sea,Chillaxin' By The Sea,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmWEDxggMwAuZTn8gbXyB5jYR5FnXJzB7cywfQtupXeMwW,ipfs://QmSHe2dR4JKBft85XnSdjWr58jnHqMpuWkToXGTszjUrwH,240.625011,45
MintSongsV2,TRACE,Really Lovers,Really Lovers,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmWEHxisCYT6o1vvybN5MDb2ZFywieLZtFECkX9EnhLx4k,ipfs://QmXJ34JPdnkrc8a3mAxjw2wqWXmpTpi24jSffPWPZvHewt,171.582449,46
MintSongsV2,Harris Cole,..loading_input (w/ allem iversom),..loading_input (w/ allem iversom),NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmPKUXGYNvopz2MUgjZRp2E4VUMzMxSbQW58DkbbzmgWA5,ipfs://QmVsaPYvLPZJMJ81MgDbEekpDShwFnmRqWKduzn3xMgNht,244.363673,47
MintSongsV2,Mike Daley,Fontainebleau (feat. Mike Jay),Fontainebleau (feat. Mike Jay),NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmfAZqKuYmCjo1AHDv6R6VZ6hMj6omTZtTZLYEgPYxRhUk,ipfs://QmdH5h4gPYCveZRUsR5GjZ9wHvGd2uRxJ6A7UYgA3Gq1Uo,154.434771,48
MintSongsV2,Anna Luther,Pins and Needles,Pins and Needles,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmSw9jwXr6WYePLLVVPnqhLAzKEgUGjGPFSBcdqxMRSqxF,ipfs://QmdTNfe6CM9KGzgmMpDsENp4VdR8A2LcWLVm7QihVQRDA2,233.933333,49
MintSongsV2,Pauline Herr,NEW WORLD,NEW WORLD,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmUYxWYGCNLHD2vhPhBse3viZcaDrhaTSTGfY5bVhj5BXx,ipfs://Qmc9ymt7MoYeCiLmYE8N3Eu2z1jbbG6EFobtv8ceKJFPu4,224.571429,50
MintSongsV2,Xcelencia,Como Tu Lo Quieres,Como Tu Lo Quieres,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmcZErRvrySc7874SaW5Puu77YG4X4NTewswchwMmDMt13,ipfs://QmYZLHxMop4EByLFBwJ4FQ1cHAT8a573BbvpKsARbzF9G5,160.139796,51
MintSongsV2,Domino,Creatures (Prod. DJ Burn One),Creatures (Prod. DJ Burn One),NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmXQnRr5aADxFNeRCP4W5qE3Fmoav8R3kXEbST7KX6K9b3,ipfs://QmeLbpXQ89Adeimrf434sdahdRETU5KJGp7rovVL96D1ub,181.4912,52
MintSongsV2,Fifi Rong,Other Side,Other Side,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmW52thxoz32aR5eoKoDWbjcudwjtmmP4c7ViekN5JX8wF,ipfs://QmZDX3eGkP8AjvgH6C31xCo2cdBfuHuxXQLsttEWf6J2wQ,202.285714,53
MintSongsV2,Grace Weber,gm! (what's good),gm! (what's good),NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmQaPDnvpTJx8rsHkZwgpeUUE66JJCe3VWYWpqJxrbb1t7,ipfs://Qmej7sKhHqX7LzJ49WKTE9DWGj2zK61THw7gu1MQfcJg5p,151.869524,54
MintSongsV2,SAGRADO,EL CAPITÁN,EL CAPITÁN,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmbwU61KaRy3rawf1PpU3MXK7bbib7eWjs9Z3b1ehd7QtN,ipfs://QmeaH8Kj5FsTrkb8KT2p3x2AG1D9HjGWns5iCmV2VUPVR5,186.666667,55
MintSongsV2,Mark Johns,I Like That (Prod. AObeats and me !!!),I Like That (Prod. AObeats and me !!!),NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmPwPJB4vwRphWTtTnwu67gQqCUPyuQRRq8HStEoRuU8Tv,ipfs://Qmb6ewGddqPUcND5CxiVnFcg2fxNrPnKzebLmrbeBP6Ezo,159.059592,56
MintSongsV2,Pat Dimitri,This is Fine,This is Fine,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmV9vqsS2ZBqpQ3ZdSN1xqTF4F1bpRGqjNACiMbnMdXf13,ipfs://QmUCCoda7nzFANjEopXU9S4Cz4sbuemHqZUFL4x2DEfNbC,215.4339,57
MintSongsV2,Alex Purdy,Do It Again,Do It Again,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmYCysjqvru2kg8KZoopSzbodLeCqZdujrM9ZiJV3QkBCA,ipfs://QmciLHHjj61hn7hbPCTC3styia8PexjscDcJcixBQYXbVe,122.156803,58
MintSongsV2,Heybela,ALEJANDRA,ALEJANDRA,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmXSo9VX4yJcbv3Sqt442eeMPpcGjXCbc94SrAvKnFHAsj,ipfs://QmQg11x5586tcEcpqKuADZuA43kJCnKM18TxxCGcSAw5t4,185.088,59
MintSongsV2,Lackhoney,Weeknights,Weeknights,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmaZhbW9CSAJFxzBNJxZCrG1CQkRTrMyfxoWwro4qNY4y7,ipfs://QmVJbN9Uo23umpdRkn7y2VoA6SnjDHQ79bNLYiD69FZZe4,30,60
MintSongsV2,NVDES,Anti Cigarettes Love,Anti Cigarettes Love,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmXFW6S4KD7bdxSWt5XmTfafb3JmDfYeKgPqV3YLd6zGKM,ipfs://QmPWCSkjkjZGtWRckCa8kBCN52mfNp7EjBhR5SwvKEB9nB,164.688292,61
MintSongsV2,Stockz,NEXT TIME YOU FIND ME,NEXT TIME YOU FIND ME,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmSmcu2ZUszjhTzLgrQ7BtA13YWApFVXMC2a4L6Yue9izC,ipfs://QmfQx1aprytKdpxKzTVyL8LwHKs8GCb6TJuiE9wUJuw9bs,85.392,62
MintSongsV2,Justin Starling,Fed Up,Fed Up,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmUT2hZ4WuDyVS4MyPyb7UWbM6zLK94t3eL4RuNmMR1M9G,ipfs://QmRwyWJ7VgFsxwWYiRJioY6G4iBPmwAuzPZwy7KQssBMyL,192.384376,63
MintSongsV2,Alexander Lewis,Soar,Soar,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmSs22Y3QFS5nZwFjF5otPeXZGSy7zvGZE67ADZX52Etf9,ipfs://QmeNr5Go1b4G49p7YT8g6VN93qPfAmqi27Fc3QqgBFHUuD,260.845669,64
MintSongsV2,Alexander Lewis,Win the War,Win the War,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmejMHM52EfoCNHM5i45gQfcv7raba7CCiKNvbbQbNPAFq,ipfs://QmVAsBQCjpZwPsjUVea8VcBMA3kZe8JqBtoqRFAJhqTERb,234.552902,65
MintSongsV2,Alexander Lewis,Left U On Red,Left U On Red,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmaQbV6pNcT6zf9X7iFzMS87yj1nAcFRWCCFKwmtkB5cic,ipfs://QmdBR7p4WoKaFhZyaf7qrcpwiz1MPvwRXKGcxf9LYLLCkj,163.137234,66
MintSongsV2,Mark de Clive-Lowe,Orbits,Orbits,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmSt5GUt7gKwkxxdgS7hDedTkvvS3xL58q9J4wnSs6xWdG,ipfs://QmfAQmA4xBtuoDUcyQDcjFanNCBvd8RGVuf1gyP2e9KVj3,244,67
MintSongsV2,TiKA,OHMYGOD FT. CLAIRMONT THE SECOND,OHMYGOD FT. CLAIRMONT THE SECOND,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmdpDkTWQptMjUc3g5thMf6ntWn4b9AqdibESYxW8kZ3HB,ipfs://QmVAEY84C1b6yDFSheWPhHgBC69jJAw3T8EV9bicTCNEHE,243.640544,68
MintSongsV2,Lalin St Juste,scar,scar,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmczcPfQMwmqSru5FfSWDDHDE21KMYM4J7Z7S2jM5aJG6S,ipfs://QmdB6hSSyW9MZdx9tgj76PZSPsNXPYRVAhChZXrDJrqHKm,219.574667,69
MintSongsV2,Jadyn Violet,Sugar Sweet Girl,Sugar Sweet Girl,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmZuSeEZxdtrdCMisjs3m23WAZvu2hy2F1zaP4XtgdtBR2,ipfs://QmbpbUJZdb5WUqZQR4uiZczDLTv6ZnyyHBL96F98MCV82r,154.666667,70
MintSongsV2,SassyBlack,Black Excellence,Black Excellence,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://Qmb3qgeisMWir58NvonfSDq9ku2WF47qmSofMytaZNSuZR,ipfs://QmZwYPUV3nMrd4Ph2SX5yFoG7UfRk7w9DfHSni25ZbsW8g,259.239977,71
MintSongsV2,Muzzy Bearr,Do For Me,Do For Me,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmRw4v3PKq56QfgxbqJbvUKoJiA3moKSx8g1f73KKUagAb,ipfs://QmUGmxRJmzAN1ytTt3rGiKbi8Yav6JymB22wwRjCjqA58m,296,72
MintSongsV2,Charlie Crown,Hello Stranger 2.0 (feat. Helen Tess),Hello Stranger 2.0 (feat. Helen Tess),NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmQ93Fa56yANTN3wYZJQWP2b9FUrQeV9pvSJyTonEnq9UB,ipfs://QmZZ5WgDgxugvMtpB6B6mwVusf8VZFnSoPCbWmSfRoYcjd,165.333333,73
MintSongsV2,Harrison $First,Unica ft SENT,Unica ft SENT,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmWf864HxRqSBehx68v8NYEZoFKagbczBnNRjbLoWUCnwe,ipfs://QmdiFAD9DPiyroxazzfdE72GY6FSLzR5MvbFVTykevUZYB,180.910249,74
MintSongsV2,Jack Frost,Proof (The Original),Proof (The Original),NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmbFnsAu8ak9Hr117BxTFZEDpXzt7tvexUNXJGZy686DFN,ipfs://QmaHVvFN9cq6bugR1c3meuyzuMhYY5XkXdbh82mXfp2mK1,160,75
MintSongsV2,capshun,BOUNDARIES,BOUNDARIES,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmPgZrTxpQVhsBmLEivD1sSFrQw7oe6fdvdU6swAh4xmy7,ipfs://Qma4onvTakoFzoSJTSkhExMbPcjVXFGBYRyFhikwabPPbr,175.841,76
MintSongsV2,Alara,everyone wants to feel good,everyone wants to feel good,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmS2nWBtE7WVpe4T2V9vKayhGMLVVS9vJUM9A3g23GTHj7,ipfs://QmWRQh7iwD8tgmZ3o2phAiTChtQBEQxzDbESDyPQJCTgCd,144.718299,77
MintSongsV2,Sara Phillips,killer,killer,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmZYHumB1z3J72t5Y1gLatA7qSZJ2xaejXh4hQLw46TF5S,ipfs://QmXmeLKZz1eDDzBmnDdnBVSPzRDKgvHZgVKiaSXDThLb1P,142.714,78
MintSongsV2,baby guava,DGAF,DGAF,NaN,NaN,NaN,[],NaN,NaN,NaN,NaN,NaN,ipfs://QmeDCs5ubEVc6xqZbaATeow4sWWC39MnPCW2e2WgrR4VDp,ipfs://QmQj8W4EGB2SRoMBLXJB7WUjPmdnPcZDxkTJtNXT25yHPk,"{'message': 'Request failed with status code 500', 'name': 'AxiosError', 'config': {'transitional': {'silentJSONParsing': True, 'forcedJSONParsing': True, 'clarifyTimeoutError': False}, 'transformRequest': [None], 'transformResponse': [None], 'timeout': 2500, 'xsrfCookieName': 'XSRF-TOKEN', 'xsrfHeaderName': 'X-XSRF-TOKEN', 'maxContentLength': -1, 'maxBodyLength': -1, 'env': {'FormData': None}, 'headers': {'Accept': 'application/json, text/plain, */*'}, 'baseURL': 'https://api.mintsongs.com', 'method': 'get', 'url': '/v3/duration/QmQj8W4EGB2SRoMBLXJB7WUjPmdnPcZDxkTJtNXT25yHPk'}, 'code': 'ERR_BAD_RESPONSE', 'status': 500}",79
